doc_id,sentence_id,token_id,token,lemma,pos
text9,1,17,treatments,treatment,NOUN
text9,1,19,plant,plant,NOUN
text9,1,20,growth,growth,NOUN
text9,1,22,canopy,canopy,NOUN
text9,1,23,cover,cover,NOUN
text9,1,25,takes,take,VERB
text9,1,28,guesswork,guesswork,NOUN
text9,1,30,estimating,estimate,VERB
text9,1,31,plant,plant,NOUN
text9,1,32,row,row,NOUN
text9,1,33,cover,cover,NOUN
text10,1,2,cool,cool,ADJ
text10,1,6,stumbled,stumble,VERB
text10,1,9,accident,accident,NOUN
text10,2,3,wait,wait,VERB
text10,2,9,actual,actual,ADJ
text10,2,10,field,field,NOUN
text10,2,14,yard,yard,NOUN
text12,1,1,Useful,useful,ADJ
text13,1,2,excellent,excellent,ADJ
text14,1,1,Excellent,excellent,ADJ
text15,1,1,Nice,nice,ADJ
text16,1,10,months,month,NOUN
text16,1,15,game,game,NOUN
text16,1,16,changer,changer,NOUN
text16,1,18,farming,farming,NOUN
text16,2,1,Keep,keep,VERB
text16,2,2,improving,improve,VERB
text16,2,4,bravo,bravo,VERB
text16,2,7,innovation,innovation,NOUN
text16,2,8,team,team,NOUN
text17,1,1,Love,love,VERB
text17,2,3,produce,produce,VERB
text17,2,4,farming,farming,NOUN
text17,2,9,essential,essential,ADJ
text17,2,13,record,record,NOUN
text17,2,14,keeping,keeping,NOUN
text18,1,1,Ads,ad,NOUN
text18,1,2,pop,pop,VERB
text18,1,7,inopportune,inopportune,ADJ
text18,1,8,moments,moment,NOUN
text18,1,15,add,add,VERB
text18,1,17,expense,expense,NOUN
text18,2,3,ad,ad,NOUN
text18,2,5,finished,finish,VERB
text18,2,9,X,x,VERB
text18,2,16,exited,exit,VERB
text18,2,18,progress,progress,NOUN
text18,2,20,adding,add,VERB
text18,2,22,expense,expense,NOUN
text18,2,25,bringing,bring,VERB
text18,2,31,main,main,ADJ
text18,2,32,menu,menu,NOUN
text18,3,5,irritated,irritated,ADJ
text18,3,16,happened,happen,VERB
text18,3,17,thrice,thrice,NOUN
text18,3,20,row,row,NOUN
text18,4,3,deal,deal,VERB
text18,5,1,Other,other,ADJ
text18,5,7,add,add,VERB
text18,5,8,expenses,expense,NOUN
text18,5,13,decent,decent,ADJ
text18,6,3,hate,hate,VERB
text18,6,4,ads,ad,NOUN
text19,1,1,Nice,nice,ADJ
text19,1,2,interface,interface,NOUN
text19,2,2,'m,be,VERB
text19,2,18,helpful,helpful,ADJ
text19,3,7,information,information,NOUN
text19,3,9,records,record,NOUN
text19,4,6,pro,pro,ADJ
text19,4,7,version,version,NOUN
text19,5,2,'m,be,VERB
text19,6,1,Updated,update,VERB
text19,8,8,farmer,farmer,NOUN
text19,9,4,enjoying,enjoy,VERB
text19,10,5,issue,issue,NOUN
text19,10,12,fixed,fix,VERB
text19,10,15,font,font,ADJ
text19,10,16,colour,colour,NOUN
text19,10,18,options,option,NOUN
text19,10,21,expenditure,expenditure,NOUN
text19,10,22,category,category,NOUN
text19,10,25,changed,change,VERB
text19,10,27,black,black,ADJ
text19,10,31,colour,colour,NOUN
text19,10,34,white,white,ADJ
text19,10,37,hard,hard,ADJ
text20,1,2,recommend,recommend,VERB
text20,2,2,easy,easy,ADJ
text20,2,6,makes,make,VERB
text20,2,7,keeping,keep,VERB
text20,2,8,track,track,NOUN
text20,2,10,farm,farm,NOUN
text20,2,12,expenses,expense,VERB
text21,1,1,Does,do,VERB
text21,1,4,sync,sync,NOUN
text21,2,3,lost,lose,VERB
text21,2,5,phone,phone,NOUN
text21,2,7,wondering,wonder,VERB
text21,2,12,restart,restart,VERB
text21,2,15,download,download,VERB
text22,1,2,simple,simple,ADJ
text22,2,6,stop,stop,VERB
text22,2,7,recommending,recommend,VERB
text22,3,8,choose,choose,VERB
text22,3,10,currency,currency,NOUN
text22,4,3,improve,improve,VERB
text22,4,6,creating,create,VERB
text22,4,8,filter,filter,NOUN
text22,4,10,income,income,NOUN
text22,4,12,expenses,expense,NOUN
text22,4,14,farm,farm,NOUN
text22,4,15,item,item,NOUN
text22,4,19,viability,viability,NOUN
text22,4,22,farm,farm,NOUN
text22,4,23,item,item,NOUN
text22,5,3,incorporate,incorporate,VERB
text22,5,5,develop,develop,VERB
text22,5,10,management,management,NOUN
text22,5,12,stock,stock,NOUN
text22,5,13,management,management,NOUN
text22,5,23,culled,cull,VERB
text22,6,1,Thanks,thank,NOUN
text23,1,4,suits,suit,NOUN
text23,1,8,farm,farm,NOUN
text23,1,9,incomes,income,NOUN
text23,1,11,expenses,expense,NOUN
text23,1,12,tracking,track,VERB
text23,2,3,friendly,friendly,ADJ
text23,3,2,suggestion,suggestion,NOUN
text23,3,6,add,add,VERB
text23,3,8,option,option,NOUN
text23,3,10,attaching,attach,VERB
text23,3,12,photo,photo,NOUN
text23,3,15,bill,bill,NOUN
text23,3,18,expenses,expense,NOUN
text23,3,20,income,income,NOUN
text23,4,3,option,option,NOUN
text23,4,5,entering,enter,VERB
text23,4,6,receipts,receipt,NOUN
text23,4,8,payments,payment,NOUN
text23,5,5,farmer,farmer,NOUN
text23,5,9,track,track,NOUN
text23,6,5,complete,complete,ADJ
text23,6,6,accounting,accounting,NOUN
text23,7,7,developer,developer,NOUN
text23,8,1,🏼,🏼,NOUN
text24,1,3,started,start,VERB
text24,1,19,hobby,hobby,ADJ
text24,1,20,operation,operation,NOUN
text24,2,5,nice,nice,ADJ
text24,2,9,track,track,VERB
text24,2,10,commodity,commodity,NOUN
text24,2,11,sales,sale,NOUN
text24,2,12,volumes,volume,NOUN
text24,2,14,individual,individual,ADJ
text24,2,15,customers,customer,NOUN
text24,2,18,analytics,analytic,NOUN
text24,3,2,sell,sell,VERB
text24,3,3,grain,grain,NOUN
text24,3,6,customers,customer,NOUN
text24,3,18,volume,volume,NOUN
text24,3,20,bushels,bushel,NOUN
text24,3,22,pounds,pound,NOUN
text24,3,24,tons,ton,NOUN
text24,3,31,money,money,NOUN
text24,3,35,paid,pay,VERB
text24,3,38,customer,customer,NOUN
text25,1,1,Thanks,thank,NOUN
text25,2,11,months,month,NOUN
text25,2,16,helping,help,VERB
text25,2,18,alot,alot,NOUN
text25,3,4,reminder,reminder,NOUN
text25,3,10,grief,grief,NOUN
text25,3,15,forgot,forget,VERB
text25,3,17,write,write,VERB
text25,3,23,expenses,expense,NOUN
text25,3,26,reminded,remind,VERB
text25,3,30,day,day,NOUN
text25,3,39,remember,remember,VERB
text25,3,42,forgotten,forget,VERB
text25,3,47,expense,expense,NOUN
text25,3,50,roll,roll,NOUN
text25,3,52,hay,hay,NOUN
text25,4,3,people,people,NOUN
text25,4,12,person,person,NOUN
text25,4,13,running,run,VERB
text25,4,15,farm,farm,NOUN
text25,4,23,expenses,expense,NOUN
text26,1,7,usability,usability,NOUN
text26,1,10,accurate,accurate,ADJ
text26,1,11,accounting,accounting,NOUN
text26,2,4,record,record,NOUN
text26,2,5,keeping,keeping,NOUN
text26,2,6,easier,easy,ADJ
text26,3,5,track,track,VERB
text26,3,7,farming,farming,NOUN
text26,3,8,cashflow,cashflow,NOUN
text26,4,2,developer,developer,NOUN
text26,4,6,responsive,responsive,ADJ
text26,4,9,contact,contact,VERB
text26,4,11,support,support,NOUN
text26,5,1,Thanks,thank,NOUN
text26,5,4,innovation,innovation,NOUN
text27,2,5,helped,help,VERB
text27,2,8,lot,lot,NOUN
text27,3,5,suggest,suggest,VERB
text27,3,6,putting,put,VERB
text27,3,8,option,option,NOUN
text27,3,10,taking,take,VERB
text27,3,12,attaching,attach,VERB
text27,3,14,picture,picture,NOUN
text27,3,16,receipts,receipt,NOUN
text27,3,18,invoices,invoice,NOUN
text27,3,21,income,income,NOUN
text27,3,23,expense,expense,NOUN
text27,3,24,sections,section,NOUN
text28,1,1,Love,love,VERB
text28,2,8,add,add,VERB
text28,2,9,yield,yield,NOUN
text28,2,10,tracking,tracking,NOUN
text28,2,11,option,option,NOUN
text28,3,6,track,track,NOUN
text28,3,10,yield,yield,NOUN
text28,3,15,season,season,NOUN
text28,4,6,tool,tool,NOUN
text28,4,8,vegetable,vegetable,ADJ
text28,4,9,farmers,farmer,NOUN
text29,1,4,weekly,weekly,ADJ
text29,1,5,reminders,reminder,NOUN
text29,1,7,upgrade,upgrade,VERB
text29,1,9,premium,premium,NOUN
text29,2,3,upgraded,upgrade,VERB
text29,3,2,idea,idea,NOUN
text29,3,6,happening,happen,VERB
text29,4,2,feel,feel,VERB
text29,4,10,notifications,notification,NOUN
text30,1,3,signed,sign,VERB
text30,1,7,pro,pro,ADJ
text30,1,8,version,version,NOUN
text30,2,6,transaction,transaction,NOUN
text30,2,7,details,detail,NOUN
text30,2,9,day,day,NOUN
text30,3,2,detailed,detailed,ADJ
text30,3,3,reports,report,NOUN
text30,3,9,collapsed,collapse,VERB
text30,3,16,access,access,VERB
text30,3,17,information,information,NOUN
text30,3,20,specific,specific,ADJ
text30,3,21,date,date,NOUN
text30,3,23,specific,specific,ADJ
text30,3,24,crop,crop,NOUN
text30,3,25,sold,sell,VERB
text30,3,27,day,day,NOUN
text30,4,1,Good,good,ADJ
text31,1,6,analysis,analysis,NOUN
text31,1,8,income,income,NOUN
text31,1,10,costs,cost,NOUN
text31,1,12,rice,rice,NOUN
text31,1,13,farming,farming,NOUN
text31,1,15,milling,milling,NOUN
text31,1,18,farm,farm,NOUN
text31,1,19,agriculture,agriculture,NOUN
text31,2,6,easy,easy,ADJ
text31,2,12,set,set,VERB
text31,2,17,cash,cash,NOUN
text31,2,18,book,book,NOUN
text31,2,20,entries,entry,NOUN
text31,2,22,require,require,VERB
text31,2,24,analysis,analysis,NOUN
text31,3,10,additions,addition,NOUN
text31,3,16,suggested,suggest,VERB
text32,1,11,developer,developer,NOUN
text32,1,13,responds,respond,VERB
text32,1,16,feedback,feedback,NOUN
text32,2,6,everyday,everyday,NOUN
text32,3,7,people,people,NOUN
text32,3,10,reviews,review,NOUN
text32,3,13,appreciated,appreciate,VERB
text32,3,16,free,free,ADJ
text32,3,18,charge,charge,NOUN
text32,4,1,Thumbs,thumb,NOUN
text32,4,5,developer,developer,NOUN
text32,5,4,nice,nice,ADJ
text32,5,5,innovation,innovation,NOUN
text32,5,9,farmer,farmer,NOUN
text33,2,4,user,user,NOUN
text33,2,5,friendly,friendly,ADJ
text33,3,1,Keeps,keep,NOUN
text33,3,2,tract,tract,NOUN
text33,3,6,farm,farm,NOUN
text33,3,7,activities,activity,NOUN
text33,4,2,love,love,VERB
text33,5,7,pro,pro,ADJ
text33,5,9,export,export,VERB
text33,5,11,data,datum,NOUN
text33,6,1,Thanks,thank,NOUN
text33,6,3,lot,lot,NOUN
text33,6,6,version,version,NOUN
text34,2,1,Nice,nice,ADJ
text34,2,2,interfaces,interface,NOUN
text34,2,4,analytics,analytic,NOUN
text34,3,8,time,time,NOUN
text35,1,5,excellent,excellent,ADJ
text35,2,3,reminds,remind,VERB
text35,2,10,takes,take,VERB
text35,2,12,granted,grant,VERB
text35,2,14,sgriculture,sgriculture,NOUN
text35,3,1,Keep,keep,VERB
text35,4,1,Thanks,thank,NOUN
text36,1,2,appriciate,appriciate,VERB
text36,2,3,lost,lose,VERB
text36,2,5,data,datum,NOUN
text36,2,7,mobile,mobile,ADJ
text36,2,8,factory,factory,NOUN
text36,2,9,data,datum,NOUN
text36,2,10,resetting,reset,VERB
text36,2,12,farmet,farmet,NOUN
text36,2,17,recover,recover,VERB
text36,4,2,mail,mail,VERB
text36,4,6,desk,desk,NOUN
text36,5,4,wors,wor,NOUN
text36,5,7,bad,bad,ADJ
text37,2,2,ability,ability,NOUN
text37,2,6,format,format,NOUN
text37,3,5,scan,scan,VERB
text37,3,6,expense,expense,NOUN
text37,3,7,receipts,receipt,NOUN
text38,1,2,easy,easy,ADJ
text38,1,6,nice,nice,ADJ
text38,1,8,basic,basic,ADJ
text38,2,3,tracking,track,VERB
text38,2,4,fish,fish,NOUN
text38,2,5,breeding,breed,VERB
text38,2,6,hobby,hobby,NOUN
text38,2,7,costs,cost,NOUN
text38,2,9,income,income,NOUN
text39,1,2,easy,easy,ADJ
text39,1,6,easy,easy,ADJ
text39,1,8,understand,understand,VERB
text39,1,11,reminding,remind,VERB
text39,1,14,record,record,VERB
text39,1,17,forget,forget,VERB
text40,1,4,initiative,initiative,NOUN
text40,1,7,potential,potential,NOUN
text40,1,10,game,game,NOUN
text40,1,11,changer,changer,NOUN
text40,2,3,love,love,VERB
text40,2,6,file,file,NOUN
text40,2,7,sharing,sharing,NOUN
text41,1,4,keeping,keep,VERB
text41,1,5,record,record,NOUN
text41,1,10,upgraded,upgrade,VERB
text41,1,15,log,log,NOUN
text41,1,17,detail,detail,NOUN
text41,1,21,access,access,VERB
text41,1,24,devices,device,NOUN
text41,2,3,change,change,VERB
text41,2,4,ur,ur,NOUN
text41,2,5,phone,phone,NOUN
text41,3,1,Ur,ur,ADJ
text41,3,2,record,record,NOUN
text41,3,4,remain,remain,VERB
text42,1,1,Revenue,revenue,NOUN
text42,1,3,expence,expence,NOUN
text42,1,4,class,class,NOUN
text42,1,5,created,create,VERB
text42,1,6,appears,appear,VERB
text42,1,7,white,white,ADJ
text42,1,9,tranactions,tranaction,NOUN
text42,1,10,entry,entry,NOUN
text42,1,11,menu,menu,NOUN
text42,1,15,invisible,invisible,ADJ
text42,1,17,difficult,difficult,ADJ
text42,1,19,select,select,VERB
text42,1,22,drop,drop,NOUN
text42,1,24,list,list,NOUN
text42,2,4,resolve,resolve,VERB
text43,1,2,impressed,impressed,ADJ
text43,1,6,allot,allot,NOUN
text44,1,1,Works,work,VERB
text44,1,4,keeping,keep,VERB
text44,1,5,track,track,NOUN
text44,1,7,expenses,expense,NOUN
text44,2,5,spot,spot,NOUN
text44,2,8,track,track,NOUN
text44,2,10,miles,mile,NOUN
text45,1,1,protection,protection,NOUN
text45,1,2,system,system,NOUN
text46,1,1,Helpful,helpful,ADJ
text46,1,8,assistance,assistance,NOUN
text46,1,12,fields,field,NOUN
text46,1,15,explanation,explanation,NOUN
text46,1,18,beginner,beginner,NOUN
text46,1,22,target,target,NOUN
text46,1,25,sell,sell,VERB
text46,1,27,product,product,NOUN
text46,1,29,urging,urge,VERB
text46,1,30,user,user,NOUN
text46,1,33,premium,premium,NOUN
text47,1,4,wonderful,wonderful,ADJ
text47,1,5,mobile,mobile,ADJ
text47,1,10,liquid,liquid,ADJ
text47,1,12,invest,invest,VERB
text47,1,15,asset,asset,NOUN
text47,2,1,Thank,thank,VERB
text47,2,3,development,development,NOUN
text47,2,4,team,team,NOUN
text48,1,6,provide,provide,VERB
text48,1,7,option,option,NOUN
text48,1,8,add,add,VERB
text48,1,9,items,item,NOUN
text48,1,11,quantity,quantity,NOUN
text48,1,13,multiply,multiply,NOUN
text48,1,14,rate,rate,NOUN
text48,1,17,item,item,NOUN
text48,1,19,total,total,VERB
text48,1,21,amount,amount,VERB
text48,1,22,spend,spend,VERB
text48,1,24,earn,earn,VERB
text48,1,28,lot,lot,NOUN
text49,1,2,friendly,friendly,ADJ
text49,1,6,love,love,VERB
text50,1,1,Useful,useful,ADJ
text50,1,3,keeping,keep,VERB
text50,1,4,simple,simple,ADJ
text50,1,5,farm,farm,NOUN
text50,1,6,records,record,NOUN
text50,2,5,potential,potential,ADJ
text50,2,8,exploited,exploit,VERB
text51,1,1,nice,nice,ADJ
text51,1,6,game,game,NOUN
text51,1,7,changer,changer,NOUN
text51,2,4,noticed,notice,VERB
text51,2,7,currency,currency,NOUN
text51,2,9,default,default,NOUN
text51,2,12,pound,pound,NOUN
text51,2,15,select,select,VERB
text51,2,17,currencies,currency,NOUN
text51,2,21,changing,change,VERB
text52,1,4,start,start,NOUN
text52,1,6,farm,farm,NOUN
text52,1,12,invaluable,invaluable,ADJ
text52,1,15,plan,plan,VERB
text52,1,18,annual,annual,ADJ
text52,1,19,budget,budget,NOUN
text52,2,1,Thank,thank,VERB
text53,1,12,trend,trend,VERB
text53,1,14,expenses,expense,NOUN
text53,1,17,months,month,NOUN
text53,1,19,compare,compare,VERB
text53,1,20,monthly,monthly,ADJ
text53,1,21,expenses,expense,NOUN
text54,1,2,referred,refer,VERB
text54,1,5,friend,friend,NOUN
text54,2,5,glad,glad,ADJ
text54,2,8,started,start,VERB
text54,3,5,awesome,awesome,ADJ
text54,3,6,farm,farm,NOUN
text54,3,7,record,record,NOUN
text54,3,8,keeper,keeper,NOUN
text54,4,1,Thank,thank,VERB
text54,4,3,Bivatec,bivatec,ADJ
text55,1,2,awesome,awesome,ADJ
text55,1,5,farmers,farmer,NOUN
text55,2,4,greatful,greatful,ADJ
text55,2,8,export,export,VERB
text55,2,9,data,datum,NOUN
text55,2,11,deleting,delete,VERB
text55,2,14,device,device,NOUN
text56,1,4,simple,simple,ADJ
text56,1,6,easy,easy,ADJ
text56,2,1,Serves,serve,VERB
text56,2,3,purpose,purpose,NOUN
text56,2,7,time,time,NOUN
text56,2,8,farmer,farmer,NOUN
text57,1,3,simple,simple,ADJ
text57,2,1,Easy,easy,ADJ
text57,3,1,Hope,hope,VERB
text57,3,3,stays,stay,VERB
text57,4,1,Nice,nice,ADJ
text57,5,1,Need,need,VERB
text57,5,5,desktop,desktop,NOUN
text57,5,8,laptop,laptop,NOUN
text58,2,2,simplifies,simplify,VERB
text58,2,4,book,book,NOUN
text58,2,5,keeping,keep,VERB
text58,2,6,compared,compare,VERB
text59,1,1,Excellent,excellent,ADJ
text59,1,8,track,track,VERB
text59,1,10,income,income,NOUN
text59,1,12,expenditure,expenditure,NOUN
text59,1,14,ease,ease,NOUN
text60,1,1,Great,great,ADJ
text60,2,1,Easy,easy,ADJ
text60,2,5,effective,effective,ADJ
text60,3,3,premium,premium,NOUN
text60,3,6,couple,couple,NOUN
text60,3,7,days,day,NOUN
text60,4,2,love,love,VERB
text61,1,1,Good,good,ADJ
text61,1,3,simple,simple,ADJ
text61,1,7,user,user,NOUN
text61,1,8,support,support,NOUN
text61,1,10,awesome,awesome,ADJ
text61,2,1,Great,great,ADJ
text61,2,2,job,job,NOUN
text62,1,2,designed,design,VERB
text62,1,5,functional,functional,ADJ
text62,2,1,Thanks,thank,NOUN
text63,1,1,Great,great,ADJ
text63,2,5,job,job,NOUN
text63,2,8,upgrade,upgrade,VERB
text63,2,9,premium,premium,NOUN
text63,2,10,version,version,NOUN
text64,2,1,Gives,give,VERB
text64,2,6,perspective,perspective,NOUN
text64,2,10,farm,farm,NOUN
text64,2,11,business,business,NOUN
text64,2,13,performing,perform,VERB
text65,1,14,people,people,NOUN
text65,1,19,agriculture,agriculture,NOUN
text65,1,24,country,country,NOUN
text65,1,28,developer,developer,NOUN
text66,1,2,easy,easy,ADJ
text66,1,6,keeping,keep,VERB
text66,1,7,track,track,NOUN
text66,1,9,farm,farm,NOUN
text66,1,10,income,income,NOUN
text66,1,12,expenses,expense,NOUN
text67,1,1,Useful,useful,ADJ
text67,1,3,keeping,keep,VERB
text67,1,4,track,track,NOUN
text67,1,6,income,income,NOUN
text67,1,8,expenditure,expenditure,NOUN
text67,2,1,Easy,easy,ADJ
text68,1,2,helpful,helpful,ADJ
text68,1,6,records,record,NOUN
text68,1,8,farm,farm,NOUN
text68,1,9,income,income,NOUN
text68,1,11,epenses,epense,NOUN
text69,1,3,farming,farming,NOUN
text69,1,4,option,option,NOUN
text69,1,6,choose,choose,VERB
text69,1,10,option,option,NOUN
text69,1,21,records,record,NOUN
text70,1,1,Nice,nice,ADJ
text70,1,7,fit,fit,ADJ
text70,1,9,purpose,purpose,NOUN
text71,2,5,helpful,helpful,ADJ
text71,2,6,tool,tool,NOUN
text71,2,11,farm,farm,NOUN
text71,2,12,accounting,accounting,NOUN
text71,2,13,activities,activity,NOUN
text72,1,1,Excellent,excellent,ADJ
text72,1,4,unable,unable,ADJ
text72,1,6,upgrade,upgrade,VERB
text72,1,8,premium,premium,NOUN
text73,1,5,customer,customer,NOUN
text73,1,6,service,service,NOUN
text74,1,2,nice,nice,ADJ
text74,1,9,info,info,NOUN
text74,1,11,excel,excel,NOUN
text75,1,2,simple,simple,ADJ
text75,1,6,relevant,relevant,ADJ
text76,1,2,report,report,NOUN
text76,1,6,missing,miss,VERB
text76,1,7,rest,rest,NOUN
text77,1,1,Good,good,ADJ
text77,1,2,user,user,NOUN
text77,1,3,friendly,friendly,ADJ
text77,2,2,easy,easy,ADJ
text78,1,1,Good,good,ADJ
text78,1,6,income,income,NOUN
text78,1,8,expenses,expense,NOUN
text79,1,1,Good,good,ADJ
text79,2,1,Thumbs,thumb,NOUN
text80,1,4,fantastic,fantastic,ADJ
text80,1,5,farmer,farmer,NOUN
text80,1,10,developer,developer,NOUN
text80,1,13,improvement,improvement,NOUN
text80,1,18,report,report,NOUN
text80,1,26,generate,generate,VERB
text80,1,27,report,report,NOUN
text80,1,30,farm,farm,NOUN
text80,1,31,item,item,NOUN
text80,1,36,report,report,NOUN
text81,1,1,Easy,easy,ADJ
text81,1,5,accurate,accurate,ADJ
text82,1,5,simple,simple,ADJ
text82,1,6,steps,step,NOUN
text82,1,8,entry,entry,NOUN
text83,1,2,love,love,VERB
text83,1,7,arranged,arranged,ADJ
text83,1,9,user,user,NOUN
text83,1,10,friendly,friendly,ADJ
text84,1,1,Great,great,ADJ
text84,1,5,simple,simple,ADJ
text85,1,1,Helpful,helpful,ADJ
text85,1,5,features,feature,NOUN
text86,2,4,smart,smart,ADJ
text86,2,5,idea,idea,NOUN
text86,2,9,farmer,farmer,NOUN
text86,3,1,Thanks,thank,NOUN
text87,1,2,helpful,helpful,ADJ
text87,1,4,easy,easy,ADJ
text88,1,5,pro,pro,ADJ
text88,1,6,version,version,NOUN
text88,2,5,change,change,VERB
text88,2,7,phone,phone,NOUN
text88,3,8,data,datum,NOUN
text88,3,13,phone,phone,NOUN
text88,3,14,sir,sir,NOUN
text89,1,1,Good,good,ADJ
text89,1,9,functionalities,functionality,NOUN
text90,1,1,Nice,nice,ADJ
text90,1,5,track,track,VERB
text90,1,8,friend,friend,NOUN
text90,1,15,starting,start,VERB
text90,1,20,hope,hope,NOUN
text91,1,5,application,application,NOUN
text91,1,7,track,track,VERB
text91,1,8,income,income,NOUN
text91,1,10,expenses,expense,NOUN
text92,1,2,nice,nice,ADJ
text92,1,3,reminders,reminder,NOUN
text92,1,5,easy,easy,ADJ
text93,1,1,Nice,nice,ADJ
text93,2,5,relevant,relevant,ADJ
text94,1,1,Excellent,excellent,ADJ
text94,1,4,meeting,meet,VERB
text94,1,5,accounting,accounting,NOUN
text95,1,8,subscribing,subscribe,VERB
text95,1,10,premium,premium,NOUN
text96,1,4,tracking,track,VERB
text96,1,5,costs,cost,NOUN
text97,1,4,track,track,NOUN
text97,1,7,expenses,expense,NOUN
text97,1,9,income,income,NOUN
text98,1,5,figures,figure,VERB
text98,1,9,record,record,VERB
text99,1,10,machinery,machinery,NOUN
text99,1,13,animals,animal,NOUN
text100,1,2,nice,nice,ADJ
text100,1,5,easy,easy,ADJ
text101,1,2,easy,easy,ADJ
text102,1,2,nice,nice,ADJ
text102,1,5,productivity,productivity,NOUN
text103,1,1,Good,good,ADJ
text103,1,6,farmer,farmer,NOUN
text104,1,1,Great,great,ADJ
text104,1,4,tracking,track,VERB
text104,1,5,farm,farm,NOUN
text104,1,6,accounts,account,NOUN
text105,1,6,months,month,NOUN
text106,1,1,easy,easy,ADJ
text107,1,1,Incredible,incredible,ADJ
text108,1,2,enjoy,enjoy,VERB
text109,1,7,gull,gull,VERB
text109,1,8,fot,fot,NOUN
text109,1,9,farming,farming,NOUN
text110,1,3,excellent,excellent,ADJ
text111,1,1,Easy,easy,ADJ
text111,1,4,nice,nice,ADJ
text112,1,4,famers,famer,NOUN
text113,1,1,Simple,simple,ADJ
text113,1,3,effective,effective,ADJ
text115,1,1,Words,word,NOUN
text115,1,4,explain,explain,VERB
text116,1,1,Great,great,ADJ
text116,1,4,horse,horse,NOUN
text116,1,5,business,business,NOUN
text117,1,2,Add,add,VERB
text118,1,1,Great,great,ADJ
text118,1,4,beginners,beginner,NOUN
text119,1,4,easy,easy,ADJ
text120,1,4,superb,superb,ADJ
text120,2,2,love,love,VERB
text121,1,1,Useful,useful,ADJ
text121,1,4,track,track,NOUN
text121,1,5,P&L,p&l,NOUN
text122,2,4,truck,truck,VERB
text122,2,6,expenses,expense,NOUN
text124,1,5,expectations,expectation,NOUN
text125,1,3,print,print,VERB
text125,1,4,report,report,VERB
text126,1,2,word,word,NOUN
text126,2,1,Wonderful,wonderful,ADJ
text127,1,2,stuff,stuff,NOUN
text127,1,4,handy,handy,ADJ
text129,1,1,Takes,take,VERB
text129,1,3,guess,guess,NOUN
text130,2,1,Need,need,VERB
text130,2,2,farm,farm,NOUN
text130,2,3,address,address,NOUN
text133,1,1,Easy,easy,ADJ
text135,1,1,Best,good,ADJ
text136,1,1,Lower,lower,VERB
text136,1,3,price,price,NOUN
text136,2,1,Hundreds,hundred,NOUN
text136,2,3,comments,comment,NOUN
text136,2,13,set,set,VERB
text136,2,15,price,price,NOUN
text136,3,2,'re,be,VERB
text136,3,5,pay,pay,VERB
text136,3,13,month,month,NOUN
text136,3,15,activities,activity,NOUN
text136,3,17,rainfall,rainfall,NOUN
text136,3,20,heat,heat,NOUN
text136,3,21,units,unit,NOUN
text136,3,24,scale,scale,VERB
text136,3,30,features,feature,NOUN
text136,4,6,contact,contact,VERB
text136,5,2,company,company,NOUN
text136,5,5,error,error,NOUN
text136,5,7,setting,set,VERB
